term	idf
these	6.777414
thomas	4.651016
thomas erndl	6.397925
thomas silberhorn	6.857457
thomas stephan	6.944468
thorsten	6.046527
thorsten rudolph	6.297841
throm	5.908376
thw	5.731446
thyssenkrupp	6.346631
thüringen	5.731446
thüringer	6.346631
ticket	5.492216
ticket für	6.944468
tickets	6.084267
tief	4.911547
tief in	6.046527
tiefe	5.975068
tiefen	6.010159
tiefer	5.758845
tiefgreifende	6.703306
tiefgreifenden	6.397925
tiefpunkt	6.509150
tier	6.509150
tiere	5.731446
tieren	6.251321
tierhalter	6.944468
tierhaltung	5.653484
tierhaltungskennzeichnung	6.944468
tierschutz	6.046527
tierwohl	6.010159
tiger	6.944468
tiktok	5.941166
tilgung	6.857457
tilgungsverpflichtungen	6.857457
tilgungsverpflichtungen auf	6.944468
till	6.569775
till steffen	6.634313
tilman	6.451992
tilman kuban	6.451992
tino	6.397925
tino chrupalla	6.451992
tipp	6.509150
tisch	4.122008
tisch gelegt	6.944468
tisch und	6.634313
titel	4.166214
titel der	6.857457
titel des	6.297841
titel für	6.857457
to	5.391120
to have	6.164310
tobias	5.941166
tobias ebenberger	6.944468
tobt	6.857457
tochter	5.704777
tod	5.317012
tode	6.634313
toleranz	5.908376
toll	5.535701
tolle	5.604694
tollen	6.046527
tolles	6.251321
ton	5.731446
tonne	6.451992
tonnen	5.653484
top	6.251321
topf	6.509150
tor	6.010159
tore	6.944468
torpedieren	6.703306
tot	6.346631
total	5.299312
totalausfall	6.944468
totale	6.569775
tote	5.410538
toten	5.845856
tourismus	5.975068
tradition	5.535701
tradition und	6.777414
traditionell	6.703306
traditionellen	6.944468
tragbar	6.703306
trage	6.777414
tragen	3.273938
tragen auch	6.777414
tragen das	6.857457
tragen dass	6.777414
tragen die	5.975068
tragen für	6.944468
tragen mit	6.944468
tragen müssen	6.857457
tragen sie	6.206869
tragen und	6.164310
tragen verantwortung	6.451992
tragen wir	5.758845
tragende	6.397925
tragende säule	6.634313
tragenden	5.975068
tragenden fraktionen	6.703306
tragfähig	6.164310
tragfähige	5.450543
tragfähige finanzierung	6.944468
tragfähigkeit	6.857457
tragweite	6.509150
tragödie	6.777414
trainer	6.569775
trans	6.569775
transaktionen	6.857457
transatlantische	6.569775
transatlantischen	5.845856
transfer	6.084267
transformation	4.305411
transformation der	6.251321
transformation und	6.569775
transformationsfonds	4.614976
transformationsfonds und	6.777414
transformationskosten	6.944468
transparent	4.876455
transparent und	6.206869
transparent zu	6.944468
transparente	5.941166
transparenten	6.944468
transparenter	6.703306
transparenz	4.116617
transparenz in	6.857457
transparenz und	5.281920
transparenz zu	6.944468
transport	5.816003
transport und	6.634313
transporte	6.569775
transportieren	6.777414
transportiert	6.703306
trassenpreise	6.397925
trat	6.777414
trauen	5.167976
trauen sich	6.569775
trauen sie	6.944468
trauer	6.857457
trauerspiel	6.634313
traum	5.787015
traum vom	6.703306
traum von	6.944468
trauma	6.944468
traurig	6.251321
traurige	6.010159
trauriger	6.703306
traut	6.509150
treffen	3.853426
treffen auf	6.944468
treffen die	6.206869
treffen mit	6.569775
treffen und	6.123488
treffen wir	6.777414
treffend	6.397925
treiben	4.522082
treiben die	6.397925
treiben sie	6.509150
treiben und	6.857457
treiber	6.397925
treibt	5.137671
treibt die	6.944468
trend	5.653484
trennen	6.010159
trennt	6.857457
trennung	5.845856
treten	4.490333
treten sie	6.346631
treten wir	6.164310
treu	6.857457
treue	6.944468
tribüne	5.535701
tribünen	6.046527
trick	6.569775
tricks	6.703306
tricksen	6.857457
trifft	4.100616
trifft auch	6.857457
trifft die	6.251321
trifft es	6.703306
trifft vor	6.777414
trinken	6.509150
trinkwasser	6.944468
tritt	5.353379
trocken	6.509150
trockenheit	6.297841
troff	6.944468
troff schaffarzyk	6.944468
tropfen	5.876628
tropfen auf	6.164310
trotz	3.501722
trotz allem	6.944468
trotz aller	5.678802
trotz der	5.079684
trotz des	6.046527
trotz dieser	5.908376
trotzdem	3.331096
trotzdem die	6.777414
trotzdem in	6.857457
trotzdem ist	6.123488
trotzdem nicht	6.346631
trump	4.049059
trump administration	6.569775
trump regierung	6.857457
trump und	6.397925
trumps	6.509150
truppe	5.108257
truppen	5.704777
träger	5.372072
träger der	6.944468
trägern	6.346631
trägt	3.766414
trägt auch	6.634313
trägt dazu	6.509150
trägt der	6.777414
trägt die	6.346631
trägt und	6.944468
trägt verantwortung	6.944468
trägt zur	6.857457
tränen	6.857457
träume	6.569775
träumen	5.450543
träumt	6.777414
trümmern	6.206869
tschechien	6.634313
tuberkulose	6.857457
tue	6.010159
tun	2.168405
tun aber	5.941166
tun alles	6.944468
tun als	5.372072
tun auch	6.857457
tun da	6.944468
tun damit	6.297841
tun dann	6.397925
tun das	4.514050
tun dass	5.410538
tun denn	6.346631
tun der	6.569775
tun deswegen	6.569775
tun die	5.471162
tun dies	6.569775
tun erstens	6.857457
tun es	5.471162
tun haben	5.051904
tun hat	5.492216
tun ich	5.535701
tun ist	5.604694
tun können	6.084267
tun meine	6.703306
tun mit	6.397925
tun müssen	5.908376
tun sie	4.474829
tun so	5.941166
tun sondern	6.703306
tun um	5.513722
tun und	4.998558
tun vielen	6.509150
tun was	5.731446
tun weil	6.777414
tun wenn	6.046527
tun werden	6.569775
tun wir	4.090090
tun wollen	6.451992
tunesien	6.509150
tunnel	6.777414
turbo	6.251321
turboeinbürgerung	6.397925
turnhallen	6.164310
tut	3.583462
tut als	6.857457
tut das	6.164310
tut der	6.703306
tut die	6.251321
tut diese	6.857457
tut er	6.944468
tut es	6.251321
tut mir	5.845856
tut sich	6.944468
tut sie	6.857457
typisch	6.164310
typische	6.777414
typischen	6.857457
täglich	4.177578
täglich mit	6.944468
tägliche	6.346631
täglichen	5.535701
täter	4.580190
täter und	6.777414
tätern	6.569775
tätig	5.093868
tätig sind	6.509150
tätig zu	6.944468
tätigen	5.816003
tätigkeit	5.941166
tätigkeiten	6.164310
täuschen	5.731446
täuscht	6.251321
täuschung	5.908376
töchter	6.451992
tödlich	6.857457
tödliche	6.857457
töten	6.251321
tötet	6.777414
tür	5.167976
tür und	6.451992
türen	5.876628
türk	6.777414
türk nachbaur	6.857457
türkei	5.975068
uhlig	6.451992
uhr	4.707635
ukraine	3.445210
ukraine auch	6.634313
ukraine das	6.634313
ukraine der	6.634313
ukraine die	5.876628
ukraine hat	6.451992
ukraine im	6.703306
ukraine in	5.975068
ukraine ist	6.010159
ukraine nicht	6.509150
ukraine oder	6.944468
ukraine und	5.215229
ukraine zu	5.492216
ukrainekrieg	6.251321
ukrainer	5.353379
ukrainerinnen	6.346631
ukrainerinnen und	6.397925
ukrainische	5.941166
ukrainischen	5.653484
ulle	6.857457
ulle schauws	6.944468
ulrich	5.908376
ulrich von	6.634313
ulrike	6.944468
um all	6.944468
um alle	6.509150
um am	6.397925
um an	6.634313
um arbeitsplätze	6.569775
um auch	5.704777
um auf	6.010159
um aus	6.634313
um bei	6.569775
um bis	6.206869
um damit	6.297841
um dann	5.558174
um das	3.360949
um dem	6.251321
um den	3.366013
um der	5.535701
um deutschland	5.731446
um die	2.287051
um diejenigen	6.857457
um diese	4.651016
um diesen	5.653484
um dieses	5.391120
um dort	6.509150
um ein	4.298938
um eine	3.939686
um einen	4.580190
um es	4.467166
um etwa	6.857457
um etwas	6.164310
um euro	6.634313
um fast	5.787015
um frieden	6.509150
um für	5.845856
um gegen	6.509150
um geld	6.944468
um genau	6.123488
um gerechtigkeit	6.251321
um gute	6.857457
um hier	6.046527
um ihnen	6.857457
um ihr	5.876628
um ihre	4.338417
um ihren	6.164310
um im	6.164310
um in	5.430340
um investitionen	6.944468
um jeden	6.084267
um jetzt	6.777414
um kinder	6.509150
um knapp	6.703306
um lösungen	6.857457
um mehr	5.011630
um menschen	5.430340
um milliarde	6.944468
um milliarden	4.985655
um millionen	5.051904
um mindestens	6.857457
um mit	5.678802
um nach	6.857457
um neue	6.569775
um nicht	6.010159
um nichts	6.346631
um noch	6.397925
um nur	6.346631
um prozent	4.248613
um respekt	6.944468
um rund	5.845856
um sehr	6.777414
um seine	6.451992
um sich	4.757396
um sicherheit	5.941166
um sie	5.122856
um so	6.569775
um uhr	5.908376
um und	5.581163
um uns	5.248019
um unser	5.410538
um unsere	4.407890
um unseren	6.251321
um verantwortung	6.509150
um vertrauen	6.346631
um viel	6.634313
um von	6.703306
um wachstum	6.944468
um was	5.876628
um weitere	6.206869
um wir	6.703306
um zahlen	6.777414
um zu	4.727243
um zum	6.777414
um zustimmung	5.391120
um zwei	6.251321
um über	5.372072
um überhaupt	6.451992
umbau	4.820575
umbau der	5.908376
umbau von	6.857457
umbauen	6.123488
umbruch	6.777414
umbrüche	6.509150
umdenken	6.251321
umdrehen	6.451992
umfang	5.122856
umfang von	6.857457
umfangreiche	6.857457
umfangreichen	6.206869
umfassen	6.509150
umfassend	5.353379
umfassende	4.960337
umfassenden	5.471162
umfassendes	6.397925
umfasst	5.152709
umfeld	5.011630
umfrage	5.787015
umfragen	5.628791
umfragewerte	6.703306
umgang	4.514050
umgang mit	4.697973
umgangsrecht	6.857457
umgebaut	6.777414
umgebung	6.569775
umgegangen	6.703306
umgehen	4.554872
umgehen und	6.451992
umgehend	6.206869
umgeht	6.397925
umgekehrt	5.248019
umgesetzt	3.841105
umgesetzt das	6.703306
umgesetzt haben	6.857457
umgesetzt und	6.777414
umgesetzt werden	4.809764
umgesetzt wird	5.876628
umkehr	6.451992
umlage	6.206869
umlegen	6.944468
ums	5.183480
ums geld	6.944468
ums überleben	6.509150
umsatz	6.777414
umsatzsteuer	5.941166
umsetzbar	6.251321
umsetzen	3.789404
umsetzen das	6.703306
umsetzen die	6.944468
umsetzen können	6.451992
umsetzen und	6.251321
umsetzen werden	6.777414
umsetzen wir	6.857457
umsetzen wollen	6.634313
umsetzen zu	6.944468
umsetzt	6.346631
umsetzung	3.473067
umsetzung der	4.554872
umsetzung des	5.317012
umsetzung und	6.397925
umsetzung von	6.206869
umsetzungsgesetz	6.777414
umsetzungsproblem	6.777414
umso	4.206565
umso mehr	5.845856
umso wichtiger	4.985655
umsonst	5.941166
umstand	6.046527
umstand dass	6.634313
umstellen	6.777414
umstellung	6.297841
umsteuern	6.634313
umstieg	6.010159
umstieg auf	6.346631
umstritten	6.777414
umstände	6.703306
umständen	5.581163
umtreibt	6.944468
umverteilung	5.471162
umverteilung von	6.703306
umwandlung	6.944468
umwege	6.777414
umwelt	4.149407
umwelt klimaschutz	6.123488
umwelt und	4.737193
umweltauflagen	6.944468
umweltminister	5.845856
umweltministerium	6.297841
umweltpolitik	6.010159
umweltschutz	4.985655
umweltschutz und	6.777414
umweltstandards	6.346631
umweltzerstörung	6.634313
umzugehen	6.206869
umzusetzen	4.444524
umzusetzen und	6.509150
un	4.273459
un resolution	6.634313
unabdingbar	6.251321
unabhängig	3.957868
unabhängig davon	6.046527
unabhängig und	6.777414
unabhängig vom	5.678802
unabhängig von	4.717391
unabhängige	5.152709
unabhängigen	5.704777
unabhängiger	5.678802
unabhängigkeit	5.108257
unabhängigkeit der	6.451992
unabhängigkeit und	6.703306
unangemessen	6.569775
unangenehm	6.569775
unanständig	6.164310
unantastbar	6.397925
unattraktiver	6.397925
unausweichlich	6.509150
unbedingt	4.522082
unbegrenzt	6.703306
unbeirrt	6.944468
unbequem	6.297841
unbequeme	6.297841
unberührt	6.451992
unbesetzt	6.944468
unbestimmte	6.944468
unbestritten	6.569775
unbezahlbar	5.758845
unbürokratisch	5.513722
unbürokratisch und	6.703306
unbürokratischer	6.634313
und aa	6.703306
und ab	6.297841
und aber	5.908376
und abgaben	5.430340
und abgabenlast	6.944468
und afd	6.777414
und afghanen	6.084267
und all	5.471162
und alle	4.707635
und allein	6.046527
und allen	5.628791
und aller	6.703306
und alles	5.430340
und als	4.338417
und am	4.224370
und an	3.853426
und andere	4.651016
und anderen	5.122856
und anderer	6.857457
und andererseits	6.346631
und anderswo	6.569775
und anerkennung	6.451992
und angemessen	6.944468
und angesichts	6.944468
und anreize	6.857457
und anwälte	6.944468
und arbeit	6.777414
und arbeiten	6.123488
und arbeiter	6.777414
und arbeitgeber	6.777414
und arbeitnehmer	5.353379
und arbeitnehmern	6.206869
und arbeitsplätze	5.471162
und armut	6.703306
und athleten	6.451992
und auch	2.273340
und auf	3.583462
und aus	4.588773
und ausbau	6.509150
und ausbauen	6.944468
und ausgrenzung	6.944468
und bahn	5.975068
und bahnen	6.569775
und bauen	6.509150
und bauern	6.346631
und bauwesen	6.703306
und beamte	6.297841
und beamten	6.010159
und bedanke	6.569775
und behörden	6.297841
und bei	3.770209
und beim	5.410538
und beitragszahler	6.944468
und berlin	6.569775
und beruf	5.628791
und beschleunigen	6.944468
und beschäftigung	6.857457
und besonders	6.251321
und besser	5.975068
und bessere	6.297841
und besucher	6.509150
und betriebe	6.944468
und betrieben	6.857457
und bevölkerungsschutz	6.569775
und bezahlbar	6.397925
und bezahlbare	6.509150
und bezahlbares	6.777414
und bietet	6.777414
und bildung	6.206869
und bildungspolitik	6.857457
und bin	6.857457
und bis	5.876628
und bitte	6.346631
und bleiben	5.845856
und bleibt	4.623865
und bringen	6.251321
und bringt	6.634313
und brücken	5.787015
und bundespolizisten	6.703306
und bundeswehr	6.857457
und bündnisverteidigung	6.164310
und bürger	3.302109
und bürgergeld	6.944468
und bürgerinnen	6.944468
und bürgermeister	6.777414
und bürgern	4.641883
und bürokratie	5.975068
und cdu	5.628791
und china	6.010159
und co	5.628791
und csu	5.492216
und cum	6.703306
und da	3.537229
und dabei	4.820575
und dadurch	5.975068
und dafür	3.785535
und dagegen	6.777414
und daher	5.975068
und damit	2.890315
und danach	6.084267
und dank	6.944468
und danke	6.123488
und dann	3.082782
und daran	5.653484
und darauf	5.152709
und daraus	6.251321
und darf	5.152709
und darum	5.317012
und darüber	5.011630
und dass	3.246539
und dauerhaft	6.569775
und davon	5.845856
und davor	6.944468
und dazu	4.935644
und dem	3.516363
und demokraten	5.152709
und demokratie	5.535701
und demokratische	6.397925
und den	2.659003
und denen	6.297841
und dennoch	6.046527
und der	2.293977
und deren	5.167976
und des	4.338417
und deshalb	4.019354
und dessen	6.206869
und deswegen	3.981071
und deutlich	5.299312
und deutsche	6.777414
und deutschland	4.788487
und diejenigen	6.509150
und dienstleistungen	6.944468
und dies	5.653484
und diese	3.747652
und diesen	5.183480
und dieser	4.778015
und dieses	4.911547
und digital	6.857457
und digitale	6.164310
und digitalisierung	6.251321
und doch	5.430340
und dort	5.231490
und drei	6.944468
und dringend	6.944468
und dritten	6.857457
und drittens	5.093868
und dritter	6.857457
und durch	4.641883
und dürfen	5.758845
und eben	4.960337
und ebenso	6.777414
und echte	5.908376
und effektiv	6.509150
und effizient	6.451992
und effizienter	5.941166
und effizienz	6.634313
und egal	6.569775
und ehrenamt	6.206869
und ehrlich	5.941166
und eigentlich	6.703306
und eigenverantwortung	6.944468
und ein	3.338476
und eine	3.111882
und einem	5.231490
und einen	4.311926
und einer	4.865027
und eines	5.908376
und einfach	5.758845
und einfacher	6.634313
und einige	6.703306
und eltern	6.857457
und enden	6.857457
und endlich	5.628791
und energie	5.731446
und energiepolitik	6.944468
und enkel	6.164310
und enkelkinder	6.777414
und entbürokratisierung	6.346631
und entlasten	6.569775
und entscheidungen	6.777414
und entschlossen	6.346631
und entschlossenheit	6.777414
und entsprechend	6.509150
und entwicklung	5.167976
und entwicklungspolitik	6.777414
und entwicklungszusammenarbeit	6.857457
und er	4.069364
und ergreifend	5.816003
und erhalten	6.857457
und ermordet	6.634313
und ermöglichen	6.777414
und erneuerbare	6.509150
und ernährungswirtschaft	6.944468
und erst	5.628791
und es	2.670331
und etwa	6.251321
und etwas	6.944468
und eu	6.634313
und euro	6.569775
und europa	4.809764
und europas	6.569775
und europäische	5.816003
und europäischen	6.206869
und europäischer	6.944468
und experten	5.653484
und faire	6.251321
und familie	6.084267
und familien	5.876628
und fast	6.509150
und fdp	6.857457
und fehlende	6.703306
und finanziell	6.397925
und finanzielle	6.703306
und finanzpolitik	6.944468
und flüchtlinge	6.944468
und fordern	6.251321
und fordert	6.569775
und forscher	6.634313
und forschung	5.758845
und forstwirtschaft	5.975068
und fragen	6.451992
und frankreich	6.634313
und frau	5.215229
und frauen	5.353379
und frei	6.857457
und freiheit	4.876455
und freue	6.010159
und freuen	6.857457
und freunde	6.397925
und frieden	5.604694
und friedrich	6.703306
und funktionierende	6.777414
und fördern	6.123488
und führen	6.703306
und führt	6.569775
und für	2.713000
und ganz	4.678924
und ganze	6.944468
und ganzen	6.944468
und gar	6.777414
und gas	6.123488
und geben	6.084267
und gefährdet	6.251321
und gefährlich	6.777414
und gegebenenfalls	6.777414
und gegen	4.911547
und gegenüber	6.569775
und geht	6.569775
und geld	6.297841
und gemeinden	4.947914
und gemeinsam	5.678802
und genau	3.522281
und genauso	6.346631
und genehmigungsverfahren	5.941166
und gerade	4.899712
und gerecht	5.758845
und gerechter	6.297841
und gerechtigkeit	5.908376
und gerne	6.777414
und gesagt	6.046527
und gesellschaft	5.908376
und gesellschaftlich	6.703306
und gesellschaftlichen	6.509150
und gesetz	5.908376
und gestalten	6.703306
und gewalt	5.876628
und gezielt	6.777414
und gezielte	6.703306
und gibt	6.206869
und gleichzeitig	4.279768
und globale	6.944468
und glück	5.758845
und große	6.857457
und gründer	6.857457
und grüne	5.845856
und grünen	5.845856
und gut	4.960337
und gute	5.317012
und guten	6.777414
und guter	6.857457
und günstige	6.569775
und habe	5.492216
und haben	4.688403
und halten	6.509150
und handeln	6.346631
und handlungsfähigkeit	6.944468
und handwerk	6.944468
und hat	4.678924
und haushälter	6.777414
und haushältern	6.777414
und heimat	6.084267
und helfen	6.857457
und helfer	6.777414
und her	6.251321
und herausforderungen	6.944468
und herr	4.651016
und herren	1.883601
und herrn	6.084267
und herzegowina	5.975068
und hetze	5.604694
und heute	4.688403
und hier	4.522082
und hilft	6.777414
und hinter	6.944468
und hoffe	6.509150
